City,Location,Area,Bedrooms,Bathrooms,Generator,Furnished,Internet,Gym,Balcony,Parking,En-suite,Lift,Price
Westlands,Spring Valley,,4,,1,0,1,1,1,1,1,0,3000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,150000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,200000
Nairobi,Upper Hill,,1,1,1,1,1,1,1,1,1,0,100000
Westlands,Brookside,,4,3,1,0,1,0,1,1,1,0,120000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,210000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,180000
Westlands,Riverside,,3,3,1,1,1,1,1,1,1,0,300000
Nairobi,Kilimani,,3,3,1,1,1,1,1,1,1,0,200000
Westlands,Riverside,,4,4,1,0,1,1,1,1,1,0,160000
Westlands,Riverside,,3,3,1,1,1,1,1,1,1,0,325000
Westlands,Westlands Area,,3,3,1,0,1,1,1,1,1,0,137000
Nairobi,Lavington,,3,3,1,0,1,1,1,1,1,0,140000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,330000
Westlands,Riverside,,2,2,1,0,1,1,1,1,1,0,140000
Westlands,Parklands,,3,3,1,0,1,1,1,1,1,0,250000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,150000
Westlands,Brookside,Land Area 185 m²,3,4,1,1,1,1,0,1,1,0,225000
Westlands,Riverside,,3,4,1,0,1,0,1,1,1,0,120000
Westlands,Parklands,,3,3,1,1,1,1,1,1,1,0,300000
Westlands,Parklands,,2,2,1,1,1,1,1,1,1,0,200000
Westlands,Spring Valley,,2,2,1,0,1,1,1,1,1,0,150000
Westlands,Spring Valley,,4,4,1,0,1,1,1,1,1,0,400000
Westlands,Spring Valley,,3,3,1,1,1,1,1,1,1,0,190000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,200000
Westlands,Mountain View,,2,2,0,0,1,0,1,1,1,0,55000
Westlands,Rosslyn,,1,1,1,0,1,1,1,1,1,0,150000
Westlands,Mountain View,,3,3,0,0,1,0,1,1,1,0,60000
Westlands,Gigiri,,2,2,1,1,1,1,1,1,1,0,200000
Westlands,Loresho,,3,2,0,0,1,0,1,1,1,0,60000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,350000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,170000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,300000
Westlands,General Mathenge,,3,3,0,0,1,0,1,1,1,0,120000
Nyali,Nyali Area,,3,4,1,0,1,1,1,1,1,0,120000
Nairobi,Kilimani,,3,3,1,0,1,1,1,1,1,0,140000
Westlands,General Mathenge,,4,4,1,0,1,1,1,1,1,0,450000
Westlands,Rosslyn,,2,2,1,1,1,1,1,1,1,0,220000
Westlands,Spring Valley,,4,4,1,0,1,1,1,1,1,0,450000
Nairobi,State House,,3,3,1,1,1,1,1,1,1,0,350000
Nairobi,Lavington,,3,3,1,1,1,1,1,1,1,0,280000
Nairobi,Kileleshwa,,3,3,1,0,1,1,1,1,1,0,150000
Westlands,Westlands Area,,3,3,1,0,1,1,1,1,1,0,170000
Westlands,Spring Valley,,2,2,1,0,1,1,1,1,1,0,95000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,150000
Westlands,Riverside,,3,3,1,1,1,1,1,1,1,0,350000
Westlands,Runda,,2,2,1,0,1,1,1,1,1,0,170000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,130000
Westlands,Spring Valley,,3,3,1,1,1,1,1,1,1,0,400000
Nairobi,Kileleshwa,,4,4,1,1,1,1,1,1,1,0,270000
Westlands,Riverside,,3,4,1,1,1,1,1,1,1,0,350000
Nairobi,Lavington,,2,2,1,1,1,1,1,1,1,0,220000
Nairobi,Lavington,,2,2,1,1,1,1,1,1,1,0,200000
Westlands,General Mathenge,,3,4,1,0,1,1,1,1,1,0,150000
Westlands,Spring Valley,,3,3,1,0,1,1,1,1,1,0,180000
Westlands,Westlands Area,,3,4,1,0,0,1,1,1,1,0,250000
Westlands,Westlands Area,,3,3,1,0,1,1,1,1,1,0,150000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,250000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,230000
Nairobi,Westlands,,,,,,,,,,,,
Nairobi,Kilimani,,,,,,,,,,,,
Nairobi,Lavington,Building Area 105 m²,3,3,1,1,1,1,1,1,1,0,220000
Westlands,Spring Valley,,4,4,1,0,1,1,1,1,1,0,3300
Nairobi,Kilimani,,2,2,1,0,0,0,1,1,1,0,95000
Westlands,Riverside,,3,3,1,0,0,1,1,1,1,0,180000
Westlands,Westlands Area,,4,4,1,0,0,0,1,1,0,0,180000
Westlands,Westlands Area,,1,1,1,1,0,1,1,1,0,0,180000
Westlands,Westlands Area,,2,2,0,1,0,1,1,1,0,0,180000
Westlands,Westlands Area,,2,2,0,0,1,0,1,1,1,0,55000
Westlands,Westlands Area,,3,3,0,0,1,0,1,1,1,0,60000
Kiambu County,Ruaka,,2,2,1,0,1,0,1,1,1,0,35000
Westlands,Waiyaki Way,,3,3,0,0,1,0,1,1,1,0,60000
Westlands,Waiyaki Way,,2,2,0,0,1,0,1,1,1,0,55000
Westlands,Brookside,,3,3,1,1,1,1,1,1,1,0,2750
Nairobi,Kiambu Road,,3,3,0,0,1,0,0,1,1,0,55000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,250000
Nairobi,Lavington,,3,4,1,0,1,1,1,1,1,0,100000
Nairobi,Kileleshwa,Building Area 149 m²,3,4,1,0,0,1,1,1,1,0,110000
Nairobi,Kilimani,Building Area 1205 ft²,2,2,1,1,1,1,0,1,1,0,200000
Westlands,General Mathenge,Building Area 200 m²,3,3,1,0,1,1,1,1,1,0,145000
Nairobi,Kilimani,,2,2,1,0,0,1,1,1,1,0,130000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,0,0,85000
Nairobi,Kileleshwa,,,,,,,,,,,,
Westlands,Parklands,Building Area 210 m²,3,4,1,1,1,1,1,1,1,0,280000
Westlands,Westlands Area,,3,4,1,0,1,1,1,1,1,0,150000
Nairobi,Thika Road,,2,2,0,1,0,1,1,0,0,0,170000
Kiambu County,Kiambu Town,,2,1,0,0,0,0,0,1,0,0,33000
Nairobi,Thika Road,,2,2,1,0,0,1,1,0,1,0,140000
Westlands,Gigiri,,3,3,1,0,1,1,1,1,1,0,250000
Kiambu County,Ruaka,,2,2,0,0,0,1,1,1,1,0,50000
Nairobi,Kilimani,,2,2,0,0,1,1,1,1,1,0,180000
Westlands,Westlands Area,,3,3,1,1,1,1,0,1,1,0,200000
Nairobi,Riara Road,,3,2,0,0,1,0,1,1,0,0,75000
Nairobi,Muthaiga,Building Area 207 m²,2,3,1,1,1,1,1,1,1,0,250000
Westlands,Westlands Area,,3,3,1,0,1,0,1,1,1,0,85000
Westlands,Riverside,,4,4,1,0,0,0,0,0,0,0,200000
Mombasa Island,Mombasa CBD,Building Area 3400 ft²,4,5,1,0,1,0,1,1,1,0,150000
Westlands,Rosslyn,,2,2,1,1,1,1,1,1,1,0,200000
Nairobi,Kilimani,Building Area 85 m²,2,2,1,1,1,1,1,1,1,0,100000
Roysambu,Garden Estate,,2,2,1,0,0,1,1,1,1,0,100000
Nairobi,Kilimani,Building Area 180 m²,2,2,1,1,1,1,1,1,1,0,180000
Westlands,Riverside,,3,2,0,0,0,0,1,1,1,0,90000
Nyali,Nyali Area,,3,4,1,0,1,1,1,1,1,0,110000
Nairobi,Kilimani,,3,3,1,1,1,0,1,1,1,0,289000
Westlands,Westlands Area,,2,2,1,1,0,1,1,1,0,0,140000
Kiambu County,Ruaka,,2,,1,0,1,0,1,1,1,0,40000
Nairobi,Kileleshwa,,3,3,0,0,0,1,0,0,1,0,250000
Westlands,Westlands Area,,3,3,1,0,0,0,0,0,1,0,130000
Nairobi,Kilimani,,3,3,1,0,1,1,1,1,1,0,160000
Westlands,Riverside,Building Area 300 m²,4,5,1,0,1,1,1,1,1,0,300000
Westlands,Westlands Area,,3,4,0,0,0,0,0,1,1,0,75000
Westlands,Westlands Area,,0,1,1,1,1,1,1,1,0,0,90000
Nairobi,Kileleshwa,,3,3,1,0,0,1,1,1,1,0,135000
Westlands,Parklands,,3,3,1,0,0,1,1,1,1,0,125000
Westlands,Parklands,,3,2,0,1,1,0,1,1,1,0,180000
Westlands,General Mathenge,,4,4,0,0,1,1,1,1,1,0,250000
Nairobi,Kilimani,,3,4,1,1,1,1,1,1,1,0,230000
Nairobi,Kileleshwa,,3,3,1,0,0,1,0,1,1,0,80000
Westlands,Parklands,,3,3,1,1,1,1,1,1,1,0,280000
Nyali,Nyali Area,,3,4,1,0,1,0,1,1,1,0,200000
Westlands,Gigiri,,3,,0,0,0,0,0,1,0,0,180000
Mombasa Island,Mombasa CBD,Building Area 1400 ft²,3,3,1,0,1,0,1,1,1,0,75000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,1,0,75000
Nairobi,Utawala,,1,1,0,0,1,0,1,1,0,0,16000
Nairobi,Lavington,,3,3,1,0,1,0,1,1,1,0,150000
Nairobi,Kileleshwa,Building Area 150 m²,3,4,1,1,1,0,1,0,1,0,130000
Machakos County,Athi River,,2,2,1,1,1,1,1,1,1,0,290000
Westlands,Parklands,Building Area 250 m²,3,3,1,1,0,1,1,1,1,0,400000
Nairobi,Nairobi CBD,Land Area 7432 m²,1,1,1,1,1,0,1,0,1,0,110000
Nairobi,Kileleshwa,,1,1,0,0,0,0,1,1,1,0,55000
Nairobi,Kilimani,,3,3,0,1,0,1,1,0,0,0,160000
Westlands,Westlands Area,Building Area 260 m²,3,3,1,0,1,1,1,1,1,0,300000
Westlands,Parklands,Building Area 150 m²,2,2,1,0,1,1,1,1,1,0,160000
Nairobi,Kileleshwa,,3,3,1,1,1,1,0,1,1,0,250000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,200000
Nairobi,Lavington,,2,2,1,0,0,1,0,1,1,0,70000
Westlands,Riverside,,3,2,0,0,1,0,1,1,1,0,135000
Mombasa Island,Tudor,,2,3,1,1,1,0,1,1,1,0,12000
Nyali,Nyali Area,Building Area 200 m²,1,1,1,1,1,0,1,1,1,0,4500
Nairobi,Kilimani,,2,3,0,0,0,0,0,1,1,0,80000
Nairobi,South C,Building Area 128 m²,3,3,1,1,1,1,1,1,1,0,160000
Westlands,General Mathenge,Building Area 200 m²,3,4,1,0,1,0,1,1,1,0,250000
Nairobi,Muthaiga,,3,2,1,0,1,0,1,1,1,0,170000
Nairobi,Kileleshwa,Building Area 2800 m²,3,3,1,1,1,1,1,1,1,0,320000
Nairobi,Kilimani,Building Area 255 m²,3,4,1,0,1,1,1,1,1,0,150000
Kilifi County,Mtwapa,,2,2,0,0,0,0,1,1,1,0,28000
Nairobi,Kileleshwa,,3,2,1,0,1,0,1,1,1,0,85000
Nairobi,Kileleshwa,,3,3,1,0,1,1,1,1,1,0,180000
Westlands,Brookside,Building Area 140 m²,2,2,1,0,1,1,1,1,1,0,100000
Nairobi,Lavington,Building Area 200 m²,3,3,0,0,0,0,1,1,1,0,95000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,280000
Westlands,Mountain View,,2,2,1,0,1,0,1,1,1,0,55000
Westlands,General Mathenge,,3,3,1,0,0,1,1,0,0,0,140000
Westlands,Westlands Area,Building Area 400 m²,3,4,1,1,1,1,1,1,1,0,650000
Westlands,Rhapta Road,,3,3,1,0,1,0,1,1,1,0,130000
Nyali,Nyali Area,,3,4,1,0,0,1,1,1,1,0,115000
Nairobi,Lavington,,1,1,1,1,1,1,1,1,1,0,160000
Nairobi,Ngong Road,,3,2,0,0,0,0,0,1,0,0,65000
Nairobi,Kilimani,,2,,1,1,1,1,0,1,1,0,190000
Nairobi,Upper Hill,,1,1,1,1,1,1,1,1,1,0,150000
Nairobi,Kileleshwa,,2,2,0,0,0,0,1,1,0,0,65000
Westlands,Kitisuru,Building Area 133 m²,2,2,1,1,1,0,1,1,1,0,230000
Nairobi,Lavington,,5,5,1,0,1,1,1,1,1,0,130000
Westlands,Westlands Area,,4,2,0,0,0,0,0,0,0,0,95000
Ruiru,Tatu City,Building Area 150 m²,3,3,1,1,1,1,1,1,1,0,180000
Westlands,Rosslyn,,2,2,1,1,1,1,1,1,1,0,240000
Westlands,Brookside,Building Area 169 m²,3,3,0,0,0,0,0,1,1,0,90000
Westlands,Westlands Area,,4,4,1,0,1,1,1,1,1,0,440000
Westlands,Westlands Area,,2,3,1,0,1,0,1,1,1,0,110000
Westlands,Westlands Area,,4,4,1,0,1,1,1,1,1,0,450000
Nairobi,Kileleshwa,,2,2,0,0,1,0,1,1,1,0,78000
Westlands,Rhapta Road,,2,2,1,1,1,1,1,1,1,0,90000
Nairobi,Kilimani,,3,3,1,0,0,0,1,1,1,0,100000
Westlands,Westlands Area,,3,3,1,1,1,1,1,1,1,0,300000
Nairobi,Kilimani,,1,1,0,1,0,0,1,1,1,0,100000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,210000
Westlands,Parklands,Building Area 300 m²,4,4,1,0,1,1,1,1,1,0,280000
Westlands,Westlands Area,,3,3,1,0,1,1,1,1,1,0,130000
Westlands,Westlands Area,,1,1,1,0,0,1,0,1,1,0,95000
Nairobi,Kilimani,,2,2,0,0,0,0,1,1,1,0,150000
Limuru,Tigoni,,2,2,1,0,1,1,1,1,0,0,35000
Nairobi,Upper Hill,,2,2,0,1,0,1,1,0,0,0,220000
Westlands,Riverside,,3,,1,0,1,1,1,1,1,0,250000
Nairobi,Kileleshwa,,2,2,1,1,1,1,1,1,1,0,165000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,230000
Nairobi,Kilimani,,2,2,1,0,1,1,1,1,1,0,75000
Nairobi,Kilimani,,3,4,1,0,1,1,1,1,1,0,110000
Nairobi,Kilimani,,4,4,1,0,0,1,1,1,1,0,90000
Nairobi,Kileleshwa,,2,2,1,0,1,1,1,1,1,0,110000
Nairobi,Kileleshwa,,3,3,1,1,1,1,1,1,1,0,180000
Nairobi,Lavington,,3,3,1,1,1,0,1,1,1,0,170000
Westlands,Riverside,,3,2,0,1,0,1,0,0,0,0,250000
Westlands,Spring Valley,,3,3,1,1,1,1,1,1,1,0,320000
Westlands,Brookside,,3,2,1,1,1,1,1,1,1,0,185000
Westlands,Rhapta Road,,1,1,1,0,0,0,0,1,0,0,60000
Nyali,Mkomani,,3,4,,,,,,,,,105000
Westlands,Brookside,Building Area 140 m²,2,2,1,1,1,1,1,1,1,0,200000
Roysambu,Garden Estate,,2,2,1,1,0,1,1,1,1,0,130000
Westlands,Rhapta Road,,1,1,1,1,1,1,0,1,1,0,160000
Nyali,Nyali Area,,1,2,1,1,1,0,1,1,1,0,100000
Kiambu County,Ruaka,,2,2,1,0,1,1,1,1,1,0,50000
Westlands,Parklands,Building Area 138 m²,2,2,1,1,1,1,1,1,1,0,200000
Nairobi,Kileleshwa,,4,4,1,0,1,1,1,1,1,0,160000
Nairobi,Lavington,,4,4,1,0,1,1,1,1,1,0,140000
Nairobi,Lavington,,1,1,1,1,1,1,1,1,1,0,150000
Nairobi,Lavington,,3,4,1,0,1,1,1,1,1,0,120000
Westlands,Brookside,Building Area 200 m²,2,3,1,1,1,1,1,1,1,0,300000
Westlands,General Mathenge,,4,4,1,0,1,1,1,1,1,0,250000
Nairobi,Kileleshwa,,1,1,0,0,0,0,1,0,0,0,130000
Westlands,Parklands,,3,4,1,0,0,1,1,1,1,0,175000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,160000
Nairobi,Upper Hill,,2,2,1,1,1,1,1,1,1,0,200000
Westlands,Westlands Area,,4,5,1,0,1,1,1,1,1,0,350000
Nairobi,Kileleshwa,,1,1,1,1,1,1,1,1,1,0,120000
Nyali,Nyali Area,Building Area 2000 m²,3,2,0,0,1,0,1,1,1,0,50000
Westlands,Waiyaki Way,,1,1,0,0,0,0,1,0,0,0,23000
Nairobi,Lavington,,3,3,1,0,1,1,1,1,1,0,160000
Nairobi,Lavington,Building Area 152 m²,2,3,1,1,1,1,1,1,1,0,220000
Westlands,Rhapta Road,,2,2,1,1,1,0,1,1,1,0,200000
Westlands,Westlands Area,,1,1,1,1,0,1,1,1,0,0,120000
Mombasa,Bamburi,,3,3,1,1,1,1,1,1,1,0,15000
Nairobi,Kileleshwa,Building Area 15 m²,2,3,0,1,0,0,0,0,0,0,260000
Nairobi,Kileleshwa,,3,3,1,0,1,0,1,1,1,0,120000
Nairobi,Kilimani,,1,1,1,1,1,1,0,1,1,0,140000
Westlands,General Mathenge,,3,3,1,0,1,0,1,1,1,0,180000
Nairobi,Kileleshwa,,3,3,1,1,1,1,1,1,1,0,340000
Westlands,Riverside,,3,4,1,0,1,1,1,1,1,0,230000
Nairobi,Kileleshwa,,2,3,1,1,1,1,1,1,1,0,220000
Westlands,Waiyaki Way,,3,2,0,0,0,0,1,0,0,0,60000
Nairobi,Kileleshwa,,2,2,1,0,0,1,1,1,1,0,75000
Westlands,Kitisuru,,2,3,1,1,1,1,1,1,1,0,230000
Nairobi,Kileleshwa,,2,3,0,0,1,1,1,1,1,0,80000
Westlands,Westlands Area,,4,4,1,0,0,1,1,1,1,0,180000
Westlands,Gigiri,,3,2,0,0,0,0,0,1,0,0,375000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,1,0,70000
Westlands,Rhapta Road,Building Area 200 m²,4,3,1,0,0,0,1,1,0,0,120000
Westlands,Spring Valley,Building Area 140 m²,2,2,1,1,1,1,1,1,1,0,230000
Westlands,Rhapta Road,,3,2,0,0,1,0,0,1,1,0,70000
Nairobi,Kileleshwa,,3,4,0,1,0,1,0,1,1,0,250000
Nairobi,Kilimani,,3,3,1,0,0,1,1,1,1,0,120000
Westlands,Kitisuru,,2,,1,0,0,1,1,1,1,0,180000
Nairobi,Kilimani,Building Area 140 m²,2,2,1,1,1,1,1,1,1,0,180000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,100000
Nairobi,Kileleshwa,Building Area 250 m²,3,4,1,0,0,0,1,1,1,0,130000
Nairobi,Lavington,,2,2,1,0,1,0,1,1,1,0,75000
Westlands,Westlands Area,Building Area 260 m²,3,3,1,0,1,1,1,1,1,0,250000
Nairobi,Kilimani,,2,2,1,0,0,1,1,1,1,0,65000
Westlands,Parklands,,3,3,1,0,1,0,1,1,1,0,120000
Westlands,Gigiri,Building Area 110 m²,2,3,1,0,1,1,1,1,1,0,247000
Mombasa Island,Tudor,,3,4,1,0,1,1,1,1,1,0,100000
Nairobi,Utawala,,2,1,0,0,0,0,0,1,1,0,25000
Nairobi,Kileleshwa,,1,2,1,1,1,1,1,1,1,0,6500
Westlands,General Mathenge,,3,,0,0,0,0,0,0,0,0,170000
Nairobi,Kileleshwa,,3,,1,0,1,0,1,0,0,0,60000
Nairobi,Lavington,Building Area 100 m²,2,3,1,1,1,1,1,1,1,0,200000
Westlands,Rhapta Road,,2,3,1,0,1,1,1,1,1,0,145000
Westlands,Westlands Area,,4,4,1,0,0,0,1,1,1,0,170000
Nairobi,Kilimani,,2,,1,0,1,1,1,1,1,0,120000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,220000
Nairobi,Kilimani,,2,2,0,0,0,0,1,1,1,0,100000
Nairobi,Ngara,Building Area 186 m²,2,1,0,0,0,0,0,0,0,0,38000
Westlands,Kitisuru,,2,2,1,1,1,1,1,1,1,0,240000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,230000
Westlands,Parklands,,2,2,1,0,0,0,1,1,1,0,250000
Westlands,Riverside,,2,,0,0,0,0,0,1,0,0,140000
Westlands,Riverside,,1,2,0,1,0,0,1,0,1,0,90000
Westlands,Parklands,Building Area 200 m²,2,2,1,0,1,1,1,0,1,0,160000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,170000
Westlands,Riverside,,3,3,1,0,1,0,1,1,1,0,140000
Nairobi,Kileleshwa,Building Area 241 m²,3,4,1,1,1,1,1,1,1,0,180000
Mombasa Island,Tudor,,3,4,1,0,1,1,1,1,1,0,70000
Nairobi,Lavington,,3,3,1,0,0,1,1,1,1,0,100000
Westlands,Westlands Area,,3,4,1,1,1,0,1,1,1,0,200000
Nairobi,Muthaiga,,3,2,1,1,1,1,1,1,1,0,300000
Westlands,Parklands,,3,4,1,0,0,1,1,1,1,0,164000
Nyali,Nyali Area,,2,2,1,1,1,0,1,1,1,0,6000
Westlands,Kitisuru,Building Area 111 m²,2,3,1,1,1,1,1,1,1,0,250000
Machakos County,Athi River,,2,2,0,0,0,0,0,0,0,0,28000
Nairobi,Kilimani,Building Area 150 m²,3,4,1,1,1,1,1,1,1,0,170000
Westlands,Rhapta Road,,1,,1,1,0,0,1,1,1,0,120000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,0,0,324000
Nairobi,Lavington,,3,4,1,0,1,1,1,1,1,0,140000
Westlands,Spring Valley,Building Area 93 m²,1,1,1,1,1,1,1,1,1,0,200000
Nairobi,Kileleshwa,,2,3,1,0,0,1,1,1,1,0,100000
Nairobi,Kileleshwa,,2,2,0,0,1,0,1,1,1,0,55000
Westlands,Brookside,,2,2,0,0,0,0,1,1,0,0,100000
Westlands,Riverside,,3,3,1,0,1,0,1,1,1,0,130000
Nyali,Nyali Area,Building Area 1900 m²,3,2,0,0,0,0,1,1,1,0,50000
Nairobi,Kilimani,,2,2,1,0,1,1,1,1,1,0,85000
Westlands,Westlands Area,,2,2,1,1,0,1,1,1,0,0,180000
Nairobi,Kileleshwa,,3,3,1,0,1,1,1,1,1,0,95000
Nairobi,Kilimani,,4,4,1,0,1,0,1,1,1,0,330000
Nairobi,Lavington,,2,2,1,1,1,1,1,1,1,0,190000
Nairobi,Thika Road,,2,2,1,0,0,1,1,1,0,0,89000
Westlands,Riverside,Building Area 230 m²,5,6,1,1,1,1,1,1,1,0,370000
Nairobi,Kileleshwa,Building Area 110 m²,1,1,1,1,1,1,1,1,1,0,110000
Nairobi,Kileleshwa,,3,3,0,0,0,0,1,0,0,0,150000
Nyali,Nyali Area,,3,4,1,1,1,1,1,1,1,0,120000
Westlands,Westlands Area,,2,2,0,0,1,0,1,1,1,0,65000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,160000
Nyali,Nyali Area,,3,4,1,0,1,1,1,1,1,0,180000
Westlands,Brookside,,3,4,1,1,1,1,1,1,1,0,350000
Nairobi,Upper Hill,,3,,0,0,0,0,1,1,1,0,75000
Nairobi,Kileleshwa,Building Area 1750 ft²,2,2,0,0,1,0,1,1,1,0,75000
Kiambu County,Ruaka,,2,2,0,0,1,0,1,1,1,0,25000
Nairobi,Naivasha Road,Building Area 56 m²,1,1,1,0,1,0,0,1,0,0,40000
Nairobi,Kilimani,,2,2,1,1,1,1,1,1,1,0,150000
Kikuyu,Kikuyu Town,,2,1,0,0,0,0,0,0,0,0,27500
Nairobi,Kilimani,,3,3,1,1,1,0,1,1,1,0,245000
Nairobi,Kilimani,,3,3,1,0,1,0,1,0,1,0,100000
Westlands,Spring Valley,Building Area 250 m²,3,3,1,1,1,1,1,1,1,0,350000
Nairobi,Kileleshwa,Building Area 223 m²,3,3,1,0,1,1,1,1,1,0,170000
Nairobi,Naivasha Road,,2,2,0,0,1,0,1,1,1,0,40000
Westlands,Parklands,Building Area 1400 ft²,2,2,0,1,1,0,1,1,1,0,120000
Mombasa Island,Mombasa CBD,Building Area 1800 ft²,3,2,1,1,1,0,1,1,1,0,100000
Nairobi,Kileleshwa,Building Area 180 m²,2,3,1,1,1,1,1,1,1,0,200000
Westlands,Riverside,,4,4,1,0,1,1,1,1,1,0,280000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,1,0,85000
Nairobi,Kilimani,,2,2,1,1,1,1,0,1,1,0,150000
Nyali,Nyali Area,,3,4,0,1,1,1,1,1,1,0,170000
Nairobi,Kilimani,,1,1,0,0,1,0,1,1,0,0,140000
Mombasa Island,Mombasa CBD,,3,3,1,1,1,1,1,1,1,0,200000
Westlands,Mountain View,,3,2,1,0,1,0,1,1,1,0,60000
Kiambu County,Ruaka,,2,2,1,0,1,0,1,1,1,0,42000
Nairobi,Kileleshwa,Building Area 230 m²,3,3,1,0,1,1,1,1,1,0,160000
Nairobi,Kilimani,,2,2,0,0,1,0,1,1,1,0,120000
Westlands,Riverside,,3,3,0,0,0,0,1,1,1,0,95000
Westlands,Brookside,,3,3,1,1,0,0,0,0,1,0,250000
Westlands,Spring Valley,,3,3,1,0,0,1,0,0,1,0,225000
Westlands,Riverside,Building Area 212 m²,3,4,1,0,1,0,1,1,1,0,120000
Nairobi,Kileleshwa,,4,4,0,0,1,0,1,1,1,0,80000
Nairobi,Upper Hill,,2,2,0,0,1,0,1,1,0,0,75000
Nairobi,Kileleshwa,,4,4,1,0,1,1,1,1,1,0,140000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,180000
Kiambu County,Ruaka,,2,2,1,0,1,1,1,1,1,0,45000
Nairobi,Embakasi,,3,2,0,1,1,0,0,1,1,0,80000
Nairobi,Lavington,Building Area 39 m²,0,1,1,1,1,1,1,1,1,0,120000
Nairobi,Lavington,,3,,0,0,0,0,0,0,0,0,250000
Nyali,Nyali Area,,1,1,1,1,1,1,1,1,0,0,85000
Westlands,General Mathenge,,3,4,1,0,1,1,1,1,1,0,160000
Nairobi,Kilimani,,3,3,1,0,1,1,1,1,1,0,130000
Nairobi,Kileleshwa,Building Area 165 m²,2,2,1,0,1,1,1,1,1,0,110000
Nairobi,Upper Hill,Building Area 70 m²,1,2,1,1,1,1,1,1,1,0,140000
Nairobi,Lavington,,2,2,1,1,1,1,1,1,1,0,180000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,195000
Nairobi,Kilimani,,3,3,1,0,1,0,1,1,1,0,95000
Nairobi,Lavington,,1,1,1,1,1,1,0,1,1,0,180000
Nairobi,Muthaiga,,2,2,1,1,1,1,1,1,1,0,220000
Nairobi,Kileleshwa,,3,2,1,0,0,0,1,1,1,0,100000
Nairobi,Lavington,,3,3,1,0,1,1,1,1,1,0,120000
Nairobi,Kilimani,,4,3,0,0,0,0,1,1,1,0,110000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,160000
Kiambu County,Ruaka,,2,3,1,0,1,0,1,1,1,0,35000
Nyali,Nyali Area,,2,2,1,1,1,1,1,1,1,0,15000
Westlands,Riverside,,3,4,1,0,0,1,1,1,1,0,250000
Nairobi,Lavington,,2,2,0,1,0,0,1,0,1,0,297000
Nairobi,Uthiru,,2,1,0,0,0,0,0,0,0,0,16000
Westlands,Parklands,,3,4,1,0,1,1,1,1,1,0,250000
Nairobi,Lavington,,3,,1,0,1,1,1,1,1,0,200000
Nairobi,Lavington,,2,2,1,1,1,1,1,1,1,0,120000
Nyali,Nyali Area,Building Area 1780 ft²,3,2,1,0,1,0,1,1,1,0,100000
Nairobi,Kiambu Road,,3,2,0,0,1,0,1,1,1,0,65000
Nyali,Nyali Area,Building Area 180 m²,3,4,0,0,0,0,1,1,0,0,65000
Mombasa Island,Mombasa CBD,,2,3,1,0,1,0,0,0,1,0,25000
Nairobi,Kilimani,,3,2,1,0,1,1,1,1,0,0,130000
Westlands,Westlands Area,Building Area 90 m²,1,1,1,0,1,1,1,1,1,0,100000
Nairobi,Kileleshwa,,2,,,,,,,,,,50000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,1,0,90000
Westlands,Rhapta Road,,2,2,1,1,1,1,1,1,1,0,250000
Nairobi,Kileleshwa,,3,3,1,0,0,1,1,1,1,0,110000
Nairobi,Kileleshwa,Building Area 120 m²,3,2,1,0,1,1,1,1,1,0,85000
