,City,Location,Bedrooms,Bathrooms,Parking,Price
1434,Nairobi,Lavington,3.0,4.0,1.0,100000
1435,Westlands,Brookside,3.0,4.0,1.0,170000
1436,Westlands,Rhapta Road,1.0,1.0,1.0,120000
1437,Nairobi,Kiambu Road,3.0,4.0,1.0,55000
1438,Westlands,Riverside,3.0,4.0,1.0,145000
1439,Nairobi,Kileleshwa,2.0,,,67000
1440,Westlands,Waiyaki Way,2.0,2.0,1.0,100000
1441,Westlands,Westlands Area,4.0,4.0,1.0,350000
1442,Nairobi,Ngong Road,3.0,3.0,1.0,75000
1443,Westlands,Westlands Area,2.0,2.0,1.0,200000
1444,Westlands,Westlands Area,3.0,3.0,1.0,250000
1445,Kajiado County,Ongata Rongai,1.0,1.0,1.0,11000
1446,Nairobi,Riara Road,3.0,4.0,1.0,130000
1447,Westlands,Parklands,3.0,,1.0,85000
1448,Nairobi,Kilimani,4.0,5.0,1.0,140000
1449,Nyali,Nyali Area,3.0,5.0,1.0,185000
1450,Westlands,Westlands Area,3.0,3.0,1.0,250000
1451,Nairobi,Kileleshwa,2.0,2.0,1.0,130000
1452,Nairobi,Kileleshwa,3.0,2.0,1.0,80000
1453,Westlands,Westlands Area,2.0,2.0,1.0,200000
1454,Nairobi,Kilimani,1.0,2.0,1.0,160000
1455,Westlands,Westlands Area,3.0,3.0,0.0,292000
1456,Westlands,General Mathenge,3.0,4.0,1.0,140000
1457,Kiambu County,Ruaka,3.0,2.0,,55000
1458,Westlands,Westlands Area,3.0,3.0,1.0,240000
1459,Kiambu County,Thika,1.0,1.0,1.0,15000
1460,Nairobi,Kilimani,2.0,3.0,1.0,130000
1461,Westlands,Westlands Area,2.0,2.0,1.0,105000
1462,Nyali,Nyali Area,3.0,3.0,1.0,120000
1463,Nairobi,Kileleshwa,1.0,2.0,1.0,110000
1464,Nairobi,Kileleshwa,,1.0,1.0,60000
1465,Roysambu,Garden Estate,2.0,3.0,1.0,89000
1466,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
1467,Nyali,Nyali Area,3.0,4.0,1.0,98000
1468,Roysambu,Thome,3.0,3.0,1.0,80000
1469,Nairobi,Thika Road,3.0,3.0,1.0,100000
1470,Westlands,Brookside,2.0,2.0,1.0,100000
1471,Westlands,Riverside,2.0,3.0,1.0,130000
1472,Nairobi,Kileleshwa,1.0,1.0,1.0,65000
1473,Nairobi,Lavington,4.0,4.0,1.0,270000
1474,Nairobi,Kileleshwa,3.0,2.0,1.0,85000
1475,Westlands,Waiyaki Way,2.0,2.0,1.0,250000
1476,Westlands,Westlands Area,3.0,3.0,1.0,310000
1477,Nairobi,Kilimani,3.0,3.0,0.0,100000
1478,Westlands,General Mathenge,2.0,2.0,1.0,90000
1479,Nairobi,Kileleshwa,2.0,2.0,1.0,50000
1480,Nyali,Nyali Area,3.0,2.0,1.0,65000
1481,Nairobi,Kilimani,1.0,2.0,1.0,130000
1482,Nairobi,Kileleshwa,3.0,4.0,1.0,140000
1483,Nairobi,Lavington,3.0,4.0,1.0,90000
1484,Nairobi,Kilimani,3.0,4.0,1.0,230000
1485,Nyali,Nyali Area,3.0,4.0,1.0,85000
1486,Westlands,Parklands,3.0,3.0,1.0,300000
1487,Westlands,Lower Kabete,2.0,3.0,1.0,205000
1488,Westlands,Spring Valley,2.0,3.0,1.0,280000
1489,Nairobi,Kileleshwa,3.0,2.0,0.0,110000
1490,Nairobi,Kilimani,3.0,2.0,0.0,80000
1491,Nairobi,Kiambu Road,3.0,2.0,1.0,150000
1492,Nyali,Nyali Area,3.0,3.0,1.0,120000
1493,Kiambu County,Thindigua,3.0,2.0,,60000
1494,Nairobi,Kilimani,2.0,2.0,0.0,160000
1495,Nairobi,Kilimani,3.0,3.0,1.0,300000
1496,Nairobi,Kileleshwa,4.0,3.0,1.0,120000
1497,Roysambu,Garden Estate,3.0,3.0,1.0,80000
1498,Nairobi,Kilimani,3.0,3.0,1.0,90000
1499,Nairobi,Lavington,3.0,3.0,1.0,75000
1500,Westlands,Westlands Area,2.0,3.0,1.0,220000
1501,Westlands,General Mathenge,3.0,3.0,1.0,180000
1502,Nairobi,Thika Road,2.0,3.0,1.0,140000
1503,Nairobi,Lavington,3.0,,1.0,230000
1504,Westlands,Kitisuru,2.0,2.0,1.0,80000
1505,Westlands,Westlands Area,3.0,,0.0,330000
1506,Nairobi,Muthaiga,2.0,3.0,1.0,150000
1507,Nairobi,Kilimani,2.0,2.0,1.0,60000
1508,Nairobi,Thika Road,2.0,,1.0,170000
1509,Westlands,Rosslyn,1.0,1.0,1.0,250000
1510,Nairobi,Lavington,1.0,2.0,1.0,140000
1511,Nyali,Mkomani,3.0,2.0,1.0,45000
1512,Westlands,Westlands Area,3.0,3.0,1.0,110000
1513,Nairobi,Muthaiga,3.0,3.0,1.0,250000
1514,Westlands,Rhapta Road,2.0,,0.0,180000
1515,Nyali,Nyali Area,3.0,3.0,1.0,220000
1516,Kilifi County,Mtwapa,2.0,3.0,1.0,35000
1517,Westlands,General Mathenge,3.0,,1.0,160000
1518,Nairobi,Thika Road,3.0,3.0,0.0,70000
1519,Westlands,Riverside,4.0,5.0,1.0,300000
1520,Westlands,Parklands,3.0,3.0,1.0,250000
1521,Westlands,General Mathenge,4.0,4.0,1.0,460000
1522,Westlands,Loresho,3.0,2.0,1.0,80000
1523,Westlands,Westlands Area,2.0,2.0,1.0,150000
1524,Westlands,Lower Kabete,3.0,3.0,1.0,330000
1525,Westlands,Parklands,3.0,2.0,1.0,85000
1526,Westlands,Riverside,3.0,,0.0,170000
1527,Nairobi,Kilimani,3.0,3.0,1.0,290000
1528,Westlands,Riverside,2.0,2.0,1.0,100000
1529,Nairobi,Kileleshwa,2.0,3.0,1.0,145000
1530,Nairobi,Kilimani,2.0,3.0,1.0,75000
1531,Nairobi,Lavington,3.0,4.0,1.0,120000
1532,Nairobi,Lavington,4.0,4.0,1.0,120000
1533,Nairobi,Kilimani,2.0,2.0,0.0,120000
1534,Westlands,Brookside,2.0,2.0,1.0,65000
1535,Nairobi,Kilimani,2.0,2.0,1.0,70000
1536,Westlands,General Mathenge,4.0,5.0,1.0,400000
1537,Westlands,Riverside,4.0,3.0,1.0,170000
1538,Nairobi,Karen Hardy,2.0,2.0,0.0,150000
1539,Nyali,Nyali Area,2.0,3.0,1.0,180000
1540,Nairobi,Kiambu Road,2.0,2.0,1.0,120000
1541,Kiambu County,Thindigua,2.0,,0.0,30000
1542,Kilifi County,Vipingo,2.0,2.0,1.0,25000
1543,Westlands,Westlands Area,1.0,1.0,1.0,150000
1544,Westlands,Westlands Area,2.0,,0.0,150000
1545,Westlands,Brookside,3.0,4.0,1.0,150000
1546,Westlands,Brookside,3.0,3.0,1.0,220000
1547,Nairobi,Kilimani,2.0,2.0,1.0,90000
1548,Westlands,Kyuna,1.0,1.0,1.0,80000
1549,Westlands,Spring Valley,2.0,3.0,1.0,335000
1550,Nairobi,Kilimani,2.0,,0.0,180000
1551,Nyali,Nyali Area,3.0,4.0,1.0,135000
1552,Westlands,General Mathenge,4.0,4.0,0.0,275000
1553,Westlands,Riverside,3.0,3.0,1.0,150000
1554,Nyali,Nyali Area,3.0,3.0,1.0,190000
1555,Nairobi,Upper Hill,3.0,4.0,1.0,220000
1556,Westlands,Riverside,1.0,2.0,1.0,100000
1557,Westlands,Westlands Area,2.0,2.0,1.0,170000
1558,Westlands,Riverside,3.0,3.0,1.0,170000
1559,Westlands,Westlands Area,3.0,3.0,1.0,140000
1560,Westlands,Brookside,3.0,3.0,1.0,240000
1561,Nairobi,Kilimani,3.0,4.0,1.0,85000
1562,Westlands,Westlands Area,2.0,2.0,1.0,230000
1563,Nairobi,Lavington,3.0,3.0,1.0,90000
1564,Nairobi,Upper Hill,2.0,3.0,0.0,170000
1565,Nairobi,Kilimani,2.0,2.0,1.0,130000
1566,Westlands,Riverside,3.0,2.0,1.0,180000
1567,Nairobi,Kileleshwa,2.0,3.0,1.0,110000
1568,Nyali,Nyali Area,3.0,4.0,1.0,230000
1569,Westlands,Parklands,1.0,1.0,1.0,120000
1570,Nairobi,Kilimani,4.0,4.0,1.0,140000
1571,Nairobi,Kileleshwa,2.0,2.0,1.0,250000
1572,Westlands,General Mathenge,3.0,3.0,1.0,220000
1573,Westlands,Parklands,6.0,6.0,1.0,220000
1574,Nyali,Nyali Area,3.0,4.0,1.0,140000
1575,Nairobi,Kileleshwa,2.0,,1.0,200000
1576,Westlands,General Mathenge,3.0,3.0,1.0,170000
1577,Westlands,Brookside,2.0,2.0,1.0,130000
1578,Westlands,Parklands,1.0,1.0,1.0,130000
1579,Nairobi,Hurlingham,2.0,1.0,1.0,70000
1580,Nyali,Nyali Area,2.0,3.0,1.0,185000
1581,Ruiru,Tatu City,2.0,2.0,1.0,50000
1582,Nairobi,Kiambu Road,3.0,3.0,1.0,120000
1583,Westlands,Westlands Area,4.0,4.0,1.0,230000
1584,Nairobi,Muthaiga,2.0,2.0,1.0,170000
1585,Westlands,Westlands Area,2.0,2.0,1.0,220000
1586,Nairobi,Kilimani,2.0,1.0,1.0,80000
1587,Nyali,Nyali Area,3.0,3.0,1.0,15000
1588,Nairobi,Kileleshwa,1.0,2.0,1.0,140000
1589,Nairobi,Lavington,3.0,3.0,1.0,140000
1590,Westlands,Westlands Area,2.0,2.0,1.0,180000
1591,Nairobi,Lavington,3.0,2.0,1.0,90000
1592,Westlands,Parklands,1.0,1.0,1.0,140000
1593,Nairobi,Kilimani,1.0,1.0,1.0,60000
1594,Nairobi,Kilimani,2.0,3.0,1.0,120000
1595,Nairobi,Karen,2.0,2.0,1.0,120000
1596,Nairobi,Kilimani,3.0,3.0,1.0,105000
1597,Westlands,Rosslyn,2.0,2.0,1.0,170000
1598,Westlands,General Mathenge,4.0,4.0,1.0,180000
1599,Nairobi,Kileleshwa,3.0,2.0,1.0,95000
1600,Nairobi,Karen,1.0,1.0,1.0,70000
1601,Nyali,Nyali Area,2.0,2.0,0.0,12000
1602,Westlands,Kitisuru,2.0,,0.0,80000
1603,Nairobi,Lavington,3.0,2.0,1.0,75000
1604,Nairobi,Kilimani,4.0,4.0,1.0,630000
1605,Nairobi,Kileleshwa,4.0,4.0,1.0,170000
1606,Nairobi,Kilimani,3.0,3.0,1.0,250000
1607,Westlands,Riverside,3.0,4.0,1.0,150000
1608,Nairobi,Lavington,3.0,2.0,1.0,95000
1609,Westlands,Spring Valley,3.0,4.0,1.0,350000
1610,Nairobi,Kileleshwa,3.0,3.0,0.0,200000
1611,Westlands,Westlands Area,3.0,2.0,1.0,120000
1612,Nairobi,Kileleshwa,3.0,2.0,1.0,110000
1613,Westlands,Spring Valley,4.0,5.0,1.0,450000
1614,Kiambu County,Ruaka,3.0,2.0,,45000
1615,Westlands,Riverside,3.0,3.0,1.0,150000
1616,Westlands,Westlands Area,3.0,3.0,1.0,160000
1617,Kilifi County,Mtwapa,3.0,3.0,1.0,120000
1618,Nairobi,Kilimani,2.0,3.0,1.0,120000
1619,Ruiru,Tatu City,2.0,2.0,1.0,54500
1620,Nyali,Mkomani,3.0,3.0,1.0,65000
1621,Nairobi,Kileleshwa,3.0,3.0,1.0,75000
1622,Nairobi,Kilimani,3.0,2.0,1.0,75000
1623,Nairobi,Kileleshwa,3.0,2.0,1.0,70000
1624,Nairobi,Kilimani,2.0,,0.0,220000
1625,Nyali,Nyali Area,3.0,4.0,1.0,181000
1626,Nairobi,Kileleshwa,3.0,3.0,1.0,250000
1627,Nairobi,Karen,1.0,1.0,0.0,100000
1628,Westlands,Rhapta Road,2.0,3.0,1.0,140000
1629,Nairobi,Kileleshwa,3.0,4.0,1.0,120000
1630,Nairobi,Kileleshwa,2.0,2.0,1.0,220000
1631,Nairobi,Kiambu Road,2.0,2.0,1.0,56000
1632,Westlands,Parklands,3.0,3.0,1.0,250000
1633,Nairobi,Kilimani,3.0,3.0,1.0,190000
1634,Westlands,Riverside,3.0,3.0,1.0,135000
1635,Nairobi,Kilimani,2.0,2.0,1.0,85000
1636,Nairobi,Thika Road,2.0,2.0,1.0,180000
1637,Nairobi,Kilimani,1.0,1.0,0.0,120000
1638,Nairobi,Kilimani,4.0,,0.0,not
1639,Nairobi,Lavington,4.0,3.0,1.0,100000
1640,Nairobi,Kilimani,2.0,2.0,1.0,120000
1641,Kiambu County,Ruaka,2.0,3.0,1.0,30000
1642,Westlands,Riverside,4.0,2.0,1.0,200000
1643,Nyali,Nyali Area,3.0,4.0,1.0,215000
1644,Westlands,Westlands Area,3.0,4.0,1.0,250000
1645,Nairobi,Kilimani,2.0,2.0,1.0,150000
1646,Westlands,Brookside,3.0,2.0,1.0,100000
1647,Nairobi,Kiambu Road,1.0,1.0,1.0,100000
1648,Westlands,Westlands Area,1.0,2.0,1.0,120000
1649,Machakos County,Athi River,2.0,2.0,1.0,22000
1650,Westlands,Riverside,3.0,3.0,1.0,300000
1651,Nyali,Nyali Area,3.0,2.0,1.0,50000
1652,Westlands,Riverside,2.0,2.0,1.0,180000
1653,Nairobi,Kileleshwa,2.0,2.0,1.0,126000
1654,Westlands,Brookside,4.0,4.0,1.0,200000
1655,Nairobi,Kileleshwa,4.0,3.0,1.0,78000
1656,Nairobi,Kileleshwa,0.0,1.0,1.0,110000
1657,Nairobi,Kilimani,2.0,2.0,1.0,110000
1658,Nairobi,Lavington,1.0,,0.0,190000
1659,Nairobi,Thika Road,2.0,2.0,1.0,79000
1660,Westlands,General Mathenge,4.0,5.0,1.0,400000
1661,Nyali,Nyali Area,4.0,4.0,1.0,190000
1662,Westlands,Spring Valley,4.0,4.0,1.0,400000
1663,Nyali,Nyali Area,3.0,4.0,1.0,100000
1664,Nairobi,Lavington,2.0,,,60000
1665,Westlands,Riverside,2.0,2.0,1.0,140000
1666,Westlands,Runda,2.0,2.0,1.0,200000
1667,Nairobi,Kilimani,3.0,3.0,1.0,110000
1668,Westlands,General Mathenge,3.0,4.0,1.0,250000
1669,Westlands,Parklands,4.0,4.0,1.0,300000
1670,Nairobi,Kilimani,3.0,2.0,1.0,120000
1671,Kwale County,Diani,2.0,3.0,1.0,12000
1672,Nairobi,Lavington,4.0,3.0,1.0,170000
1673,Nairobi,Kilimani,3.0,3.0,1.0,75000
1674,Westlands,Westlands Area,2.0,2.0,1.0,12000
1675,Nairobi,Kileleshwa,2.0,3.0,1.0,100000
1676,Nairobi,Kilimani,3.0,,1.0,130000
1677,Westlands,Westlands Area,3.0,2.0,1.0,125000
1678,Nairobi,Kilimani,2.0,2.0,1.0,100000
1679,Westlands,Westlands Area,1.0,2.0,1.0,75000
1680,Nairobi,Lavington,0.0,1.0,1.0,120000
1681,Westlands,Riverside,4.0,4.0,1.0,350000
1682,Nairobi,Kileleshwa,3.0,4.0,1.0,not
1683,Westlands,Kitisuru,3.0,,0.0,100000
1684,Nairobi,Lavington,2.0,2.0,1.0,75000
1685,Westlands,Waiyaki Way,2.0,2.0,1.0,35000
1686,Nairobi,Lavington,2.0,3.0,1.0,75000
1687,Westlands,Kitisuru,2.0,2.0,0.0,248000
1688,Westlands,Riverside,3.0,4.0,1.0,300000
1689,Nairobi,Kilimani,3.0,3.0,1.0,130000
1690,Kiambu County,Limuru,2.0,1.0,0.0,48000
1691,Westlands,Riverside,3.0,3.0,1.0,14000
1692,Nyali,Nyali Area,3.0,4.0,1.0,120000
1693,Nairobi,Kilimani,2.0,,1.0,180000
1694,Westlands,General Mathenge,5.0,6.0,1.0,270000
1695,Nairobi,Kilimani,3.0,4.0,1.0,140000
1696,Westlands,Westlands Area,1.0,2.0,1.0,150000
1697,Nairobi,Kileleshwa,3.0,3.0,1.0,180000
1698,Nairobi,Kileleshwa,2.0,2.0,1.0,70000
1699,Westlands,Westlands Area,3.0,3.0,0.0,120000
1700,Westlands,Westlands Area,1.0,2.0,1.0,70000
1701,Westlands,Parklands,3.0,3.0,0.0,120000
1702,Westlands,Riverside,3.0,,0.0,280000
1703,Westlands,Westlands Area,2.0,2.0,0.0,165000
1704,Nairobi,Kileleshwa,1.0,1.0,1.0,190000
1705,Westlands,Waiyaki Way,3.0,,,75000
1706,Nairobi,Kilimani,2.0,2.0,1.0,85000
1707,Westlands,Westlands Area,0.0,1.0,1.0,33000
1708,Nairobi,Kileleshwa,5.0,4.0,1.0,150000
1709,Nairobi,Kileleshwa,2.0,,,55000
1710,Nairobi,Kileleshwa,3.0,2.0,1.0,130000
1711,Nairobi,Riara Road,4.0,4.0,1.0,130000
1712,Nyali,Nyali Area,3.0,4.0,1.0,95000
1713,Westlands,Westlands Area,2.0,2.0,1.0,150000
1714,Westlands,Riverside,2.0,3.0,0.0,120000
1715,Nairobi,Upper Hill,0.0,1.0,1.0,80000
1716,Westlands,Parklands,3.0,3.0,1.0,90000
1717,Nyali,Nyali Area,3.0,4.0,1.0,60000
1718,Westlands,Riverside,3.0,2.0,0.0,100000
1719,Nairobi,Uthiru,3.0,2.0,1.0,55000
1720,Nairobi,Kilimani,3.0,2.0,1.0,70000
1721,Westlands,General Mathenge,4.0,4.0,0.0,460500
1722,Nairobi,Lavington,2.0,2.0,1.0,120000
1723,Nairobi,Ngara,2.0,2.0,1.0,42000
1724,Westlands,Westlands Area,2.0,2.0,1.0,95000
1725,Nairobi,Kilimani,2.0,2.0,1.0,70000
1726,Westlands,Brookside,2.0,3.0,0.0,230000
1727,Nairobi,Kileleshwa,3.0,4.0,1.0,160000
1728,Nairobi,Kilimani,3.0,3.0,1.0,95000
1729,Westlands,General Mathenge,4.0,4.0,1.0,430000
1730,Nyali,Nyali Area,1.0,1.0,1.0,65000
1731,Nairobi,Kilimani,3.0,3.0,1.0,160000
1732,Nairobi,Thika Road,3.0,2.0,1.0,80000
1733,Westlands,Riverside,2.0,2.0,1.0,160000
1734,Nairobi,Ngong Road,1.0,1.0,1.0,30000
1735,Westlands,Westlands Area,2.0,3.0,1.0,350000
1736,Nairobi,Kileleshwa,3.0,4.0,1.0,130000
1737,Nyali,Nyali Area,3.0,2.0,1.0,110000
1738,Westlands,Parklands,4.0,5.0,0.0,180000
1739,Nairobi,Kilimani,4.0,5.0,1.0,340000
1740,Nairobi,Lavington,4.0,4.0,1.0,240000
1741,Nairobi,Karen,0.0,,0.0,11000
1742,Westlands,Westlands Area,1.0,1.0,1.0,160000
1743,Mombasa Island,Mombasa CBD,3.0,2.0,1.0,65000
1744,Nairobi,Kilimani,3.0,4.0,1.0,330000
1745,Nairobi,Kilimani,3.0,2.0,0.0,75000
1746,Nairobi,Kileleshwa,3.0,2.0,1.0,160000
1747,Machakos County,Athi River,2.0,,0.0,20000
1748,Nairobi,Kilimani,3.0,3.0,1.0,120000
1749,Nyeri,2 Bed,2.0,2.0,1.0,15000
1750,Westlands,Westlands Area,2.0,2.0,1.0,220000
1751,Nairobi,Kileleshwa,2.0,2.0,1.0,110000
1752,Nairobi,Lavington,2.0,,0.0,200000
1753,Nairobi,Lavington,1.0,1.0,0.0,140000
1754,Nairobi,Kileleshwa,3.0,4.0,1.0,100000
1755,Westlands,General Mathenge,2.0,2.0,1.0,180000
1756,Westlands,Parklands,3.0,3.0,1.0,110000
1757,Westlands,Westlands Area,2.0,2.0,1.0,230000
1758,Westlands,Westlands Area,4.0,3.0,1.0,95000
1759,Nairobi,Lavington,2.0,2.0,,80000
1760,Westlands,Rhapta Road,2.0,2.0,1.0,65000
1761,Nyali,Nyali Area,4.0,5.0,1.0,230000
1762,Westlands,Parklands,3.0,3.0,0.0,220000
1763,Nairobi,Kileleshwa,1.0,1.0,1.0,90000
1764,Westlands,Westlands Area,2.0,3.0,1.0,250000
1765,Nairobi,Kileleshwa,1.0,1.0,1.0,150000
1766,Nairobi,Dennis Pritt,2.0,2.0,1.0,85000
1767,Nairobi,Kilimani,3.0,3.0,0.0,170000
1768,Nairobi,Valley Arcade,2.0,2.0,1.0,160000
1769,Nairobi,Kileleshwa,3.0,3.0,1.0,120000
1770,Nairobi,Kileleshwa,1.0,2.0,0.0,100000
1771,Westlands,General Mathenge,3.0,3.0,1.0,235000
1772,Nairobi,Kilimani,2.0,2.0,0.0,80000
1773,Nairobi,Kilimani,1.0,1.0,1.0,130000
1774,Kiambu County,Ruaka,2.0,2.0,,40000
1775,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
1776,Westlands,Westlands Area,3.0,3.0,0.0,130000
1777,Westlands,Westlands Area,2.0,2.0,1.0,297000
1778,Westlands,General Mathenge,3.0,3.0,1.0,220000
1779,Westlands,Rhapta Road,2.0,2.0,1.0,110000
1780,Nairobi,Kiambu Road,2.0,2.0,1.0,110000
1781,Nairobi,Kileleshwa,3.0,4.0,1.0,150000
1782,Nairobi,Kilimani,3.0,3.0,1.0,90000
1783,Nairobi,Kilimani,3.0,4.0,1.0,160000
1784,Westlands,Westlands Area,2.0,2.0,1.0,120000
1785,Westlands,Westlands Area,1.0,1.0,1.0,160000
1786,Westlands,Kitisuru,3.0,3.0,0.0,400000
1787,Nyali,Nyali Area,4.0,5.0,1.0,150000
1788,Nyali,Nyali Area,3.0,3.0,1.0,120000
1789,Nairobi,Kileleshwa,1.0,2.0,1.0,55000
1790,Westlands,Westlands Area,2.0,2.0,0.0,180000
1791,Nairobi,Kilimani,3.0,4.0,1.0,100000
1792,Westlands,Rosslyn,3.0,3.0,0.0,220000
1793,Westlands,Runda,3.0,2.0,1.0,150000
1794,Westlands,Westlands Area,3.0,3.0,1.0,350000
1795,Westlands,Brookside,3.0,3.0,1.0,150000
1796,Westlands,Waiyaki Way,2.0,2.0,1.0,100000
1797,Westlands,Parklands,2.0,,0.0,45000
1798,Westlands,Parklands,2.0,2.0,1.0,150000
1799,Nairobi,Nairobi West,3.0,2.0,1.0,65000
1800,Nairobi,Kilimani,2.0,2.0,0.0,140000
1801,Westlands,Riverside,3.0,4.0,1.0,150000
1802,Westlands,Westlands Area,2.0,,0.0,110000
1803,Nairobi,Kilimani,2.0,2.0,1.0,280000
1804,Roysambu,Garden Estate,3.0,4.0,1.0,150000
1805,Nairobi,Upper Hill,0.0,1.0,1.0,7000
1806,Westlands,Riverside,4.0,4.0,1.0,370000
1807,Westlands,Kitisuru,3.0,2.0,1.0,95000
1808,Westlands,Riverside,1.0,,1.0,150000
1809,Nairobi,Lavington,3.0,4.0,1.0,120000
1810,Nairobi,Lavington,1.0,2.0,1.0,95000
1811,Westlands,General Mathenge,3.0,3.0,1.0,270
1812,Nairobi,Kilimani,3.0,3.0,0.0,180000
1813,Nairobi,Kileleshwa,3.0,3.0,1.0,76000
1814,Westlands,Westlands Area,2.0,2.0,1.0,170000
1815,Nairobi,Kilimani,2.0,2.0,1.0,90000
1816,Westlands,Parklands,3.0,4.0,1.0,not
1817,Westlands,Runda,2.0,2.0,1.0,140000
1818,Nairobi,Karen,1.0,1.0,0.0,25000
1819,Westlands,Parklands,3.0,,1.0,72500
1820,Nairobi,Kilimani,1.0,2.0,1.0,120000
1821,Nairobi,Kileleshwa,2.0,2.0,0.0,150000
1822,Nairobi,Lavington,3.0,3.0,1.0,86000
1823,Nyali,Nyali Area,3.0,4.0,1.0,110000
1824,Westlands,Westlands Area,3.0,3.0,0.0,250000
1825,Nairobi,Kilimani,2.0,3.0,1.0,85000
1826,Westlands,Parklands,2.0,2.0,0.0,110000
1827,Nairobi,Kileleshwa,2.0,2.0,1.0,100000
1828,Nairobi,Kileleshwa,4.0,3.0,1.0,85000
1829,Nairobi,Riara Road,3.0,3.0,1.0,130000
1830,Westlands,General Mathenge,4.0,3.0,1.0,150000
1831,Nairobi,Kilimani,2.0,2.0,1.0,300000
1832,Nairobi,Kileleshwa,2.0,2.0,1.0,60000
1833,Nyali,Nyali Area,3.0,2.0,0.0,70000
1834,Nairobi,Upper Hill,3.0,3.0,0.0,200000
1835,Nairobi,Kilimani,1.0,1.0,1.0,130000
1836,Limuru,Tigoni,3.0,2.0,1.0,66000
1837,Nairobi,Muthaiga,2.0,2.0,1.0,150000
1838,Westlands,Runda,2.0,2.0,1.0,150000
1839,Nyali,Nyali Area,2.0,2.0,1.0,85000
1840,Nairobi,Kileleshwa,2.0,3.0,1.0,80000
1841,Mombasa,Shanzu,3.0,4.0,1.0,20000
1842,Nairobi,Muthaiga,3.0,3.0,1.0,220000
1843,Nairobi,Kilimani,1.0,1.0,1.0,150000
1844,Westlands,Westlands Area,3.0,4.0,1.0,200000
1845,Nairobi,Lavington,3.0,3.0,1.0,130000
1846,Westlands,Rhapta Road,3.0,2.0,1.0,85000
1847,Westlands,Waiyaki Way,3.0,4.0,1.0,140000
1848,Nyali,Nyali Area,3.0,4.0,1.0,100000
1849,Nairobi,Kilimani,2.0,2.0,1.0,100000
1850,Nyali,Mkomani,3.0,3.0,1.0,13000
1851,Westlands,Rhapta Road,3.0,4.0,1.0,130000
1852,Westlands,Brookside,3.0,3.0,1.0,140000
1853,Nairobi,Lavington,1.0,1.0,1.0,130000
1854,Nairobi,Lavington,4.0,4.0,1.0,250000
1855,Nyali,Nyali Area,3.0,2.0,1.0,65000
1856,Westlands,Rosslyn,4.0,4.0,1.0,300000
1857,Nairobi,Lavington,3.0,4.0,1.0,270000
1858,Roysambu,Kahawa West,1.0,1.0,0.0,12000
1859,Westlands,Westlands Area,1.0,1.0,1.0,180000
1860,Westlands,Spring Valley,3.0,3.0,1.0,280000
1861,Nairobi,Embakasi,3.0,2.0,1.0,95000
1862,Kilifi County,Malindi,2.0,,1.0,10000
1863,Nairobi,Kilimani,1.0,2.0,1.0,7500
1864,Nyali,Nyali Area,3.0,4.0,1.0,250000
1865,Westlands,Rhapta Road,3.0,3.0,1.0,90000
1866,Westlands,Westlands Area,1.0,1.0,1.0,100000
1867,Nairobi,Kilimani,3.0,3.0,1.0,90000
1868,Nairobi,Kileleshwa,3.0,1.0,1.0,185000
1869,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
1870,Nyali,Nyali Area,3.0,4.0,1.0,230000
1871,Nairobi,Karen,1.0,,1.0,30000
1872,Nairobi,Kileleshwa,1.0,2.0,1.0,70000
1873,Kilifi County,Mtwapa,10.0,10.0,1.0,3500
1874,Nyali,Nyali Area,3.0,4.0,1.0,140000
1875,Westlands,Westlands Area,4.0,,1.0,270000
1876,Westlands,Parklands,2.0,2.0,1.0,150000
1877,Nyali,Nyali Area,2.0,2.0,1.0,57500
1878,Westlands,Runda,2.0,3.0,1.0,230000
1879,Westlands,Brookside,2.0,3.0,1.0,75000
1880,Kiambu County,Ruaka,0.0,1.0,1.0,85000
1881,Westlands,Parklands,4.0,3.0,0.0,140000
1882,Westlands,Westlands Area,5.0,5.0,1.0,350000
1883,Nairobi,Upper Hill,1.0,,0.0,120000
1884,Nyali,Nyali Area,1.0,1.0,1.0,60000
1885,Westlands,Riverside,3.0,3.0,1.0,180000
1886,Nairobi,Kileleshwa,3.0,4.0,0.0,300000
1887,Roysambu,Garden Estate,2.0,2.0,1.0,99000
1888,Westlands,Westlands Area,1.0,,0.0,100000
1889,Nairobi,Kileleshwa,2.0,2.0,1.0,115000
1890,Nyali,Nyali Area,4.0,5.0,1.0,240000
1891,Westlands,Riverside,3.0,4.0,1.0,150000
1892,Ruiru,Tatu City,2.0,2.0,1.0,50000
1893,Westlands,Parklands,3.0,4.0,1.0,250000
1894,Westlands,Westlands Area,4.0,4.0,1.0,300000
1895,Nairobi,Kilimani,2.0,2.0,1.0,285130
1896,Nairobi,Kilimani,3.0,2.0,1.0,120000
1897,Nairobi,Lavington,4.0,3.0,1.0,200000
1898,Nairobi,Lavington,4.0,4.0,1.0,250000
1899,Westlands,Rhapta Road,1.0,1.0,1.0,160000
1900,Nairobi,Kilimani,2.0,3.0,1.0,230000
1901,Nairobi,Kilimani,2.0,3.0,0.0,100000
1902,Nairobi,Kilimani,3.0,,1.0,250000
1903,Nairobi,Kileleshwa,2.0,2.0,1.0,170000
