City,Location,Bedrooms,Bathrooms,Parking,Price
Westlands,Westlands Area,1.0,2.0,1.0,130000
Nairobi,Kilimani,3.0,4.0,1.0,250000
Nyali,Nyali Area,1.0,2.0,1.0,10000
Nairobi,Kileleshwa,3.0,2.0,0.0,140000
Nairobi,Karen,2.0,2.0,1.0,45000
Westlands,Spring Valley,3.0,4.0,1.0,300000
Westlands,Westlands Area,2.0,2.0,0.0,321000
Westlands,Westlands Area,3.0,3.0,1.0,135000
Machakos County,Mlolongo,0.0,,0.0,6000
Westlands,Runda,5.0,,1.0,551600
Nairobi,Lavington,4.0,4.0,1.0,170000
Nairobi,Kilimani,1.0,1.0,1.0,45000
Nairobi,Ngong Road,3.0,4.0,1.0,85000
Westlands,Riverside,3.0,4.0,1.0,200000
Westlands,Westlands Area,3.0,4.0,1.0,400000
Westlands,Rhapta Road,2.0,2.0,1.0,100000
Nyali,Kongowea,3.0,4.0,0.0,13000
Nairobi,Lavington,3.0,3.0,1.0,85000
Westlands,Spring Valley,2.0,2.0,1.0,250000
Nairobi,Kilimani,3.0,3.0,1.0,130000
Nairobi,Kileleshwa,3.0,4.0,0.0,200000
Westlands,Westlands Area,2.0,2.0,1.0,90000
Westlands,Westlands Area,3.0,3.0,1.0,270000
Nairobi,Kiambu Road,2.0,2.0,1.0,55000
Westlands,Parklands,2.0,2.0,1.0,160000
Nairobi,Lavington,4.0,4.0,1.0,150000
Nairobi,Lavington,3.0,3.0,1.0,150000
Nairobi,Kilimani,4.0,5.0,1.0,400000
Nairobi,Kileleshwa,3.0,3.0,1.0,100000
Westlands,Parklands,3.0,4.0,1.0,270000
Nairobi,Kiambu Road,2.0,2.0,1.0,56600
Nairobi,Kileleshwa,1.0,1.0,0.0,130000
Westlands,Lower Kabete,4.0,4.0,1.0,160000
Westlands,Westlands Area,3.0,3.0,1.0,135000
Westlands,Riverside,4.0,5.0,1.0,300000
Westlands,General Mathenge,4.0,4.0,1.0,150000
Westlands,Riverside,2.0,,1.0,165000
Westlands,Spring Valley,3.0,4.0,1.0,250000
Westlands,Westlands Area,3.0,2.0,1.0,90000
Westlands,Riverside,2.0,2.0,1.0,250000
Mombasa Island,Tudor,3.0,2.0,1.0,70000
Nairobi,Kileleshwa,3.0,3.0,0.0,150000
Nairobi,Kileleshwa,2.0,2.0,1.0,140000
Nairobi,Kilimani,2.0,3.0,1.0,180000
Nairobi,Kilimani,1.0,,1.0,120000
Kilifi County,Malindi,2.0,1.0,1.0,5000
Nairobi,Kilimani,2.0,2.0,1.0,120000
Nairobi,Kileleshwa,1.0,1.0,0.0,60000
Nairobi,Kilimani,3.0,3.0,1.0,160000
Nairobi,Kileleshwa,2.0,2.0,1.0,65000
Westlands,Westlands Area,2.0,2.0,1.0,150000
Nairobi,Kilimani,1.0,1.0,1.0,150000
Nairobi,Kilimani,3.0,3.0,1.0,200000
Nairobi,Lavington,6.0,4.0,1.0,200000
Kiambu County,Ruaka,2.0,2.0,,40000
Kiambu County,Ruaka,2.0,2.0,1.0,33000
Westlands,Kitisuru,4.0,5.0,1.0,90000
Nyali,Nyali Area,1.0,1.0,1.0,70000
Nairobi,Kilimani,4.0,4.0,1.0,150000
Westlands,Runda,1.0,2.0,1.0,120000
Westlands,Westlands Area,3.0,,,250000
Nairobi,Kileleshwa,4.0,4.0,1.0,140000
Westlands,Spring Valley,2.0,3.0,1.0,200000
Nairobi,Kilimani,3.0,3.0,1.0,150000
Westlands,Nyari,2.0,2.0,1.0,150000
Westlands,Westlands Area,3.0,3.0,1.0,220000
Nairobi,Kilimani,2.0,2.0,1.0,70000
Westlands,General Mathenge,2.0,2.0,1.0,150000
Westlands,Westlands Area,3.0,3.0,1.0,250000
Nairobi,Lavington,2.0,2.0,1.0,100000
Nairobi,Kilimani,2.0,2.0,1.0,75000
Westlands,Parklands,2.0,3.0,1.0,150000
Westlands,Riverside,3.0,3.0,1.0,250000
Nyali,Nyali Area,3.0,4.0,1.0,180000
Nairobi,Kileleshwa,4.0,4.0,1.0,150000
Westlands,Westlands Area,2.0,,1.0,170000
Westlands,Karura,4.0,4.0,1.0,320000
Westlands,Westlands Area,2.0,2.0,1.0,240000
Nairobi,Kilimani,3.0,2.0,1.0,320000
Westlands,Brookside,4.0,4.0,1.0,150000
Nairobi,Lavington,3.0,2.0,1.0,220000
Westlands,Rosslyn,1.0,1.0,1.0,100000
Nairobi,Lavington,3.0,4.0,1.0,150000
Nyali,Nyali Area,3.0,4.0,1.0,105000
Westlands,Spring Valley,3.0,3.0,1.0,150000
Nairobi,Ngong Road,3.0,2.0,1.0,65000
Westlands,Runda,1.0,1.0,1.0,70000
Nyali,Nyali Area,3.0,4.0,1.0,15000
Nyali,Nyali Area,3.0,2.0,1.0,15000
Nairobi,Kileleshwa,3.0,3.0,1.0,220000
Westlands,Westlands Area,3.0,3.0,1.0,250000
Westlands,Westlands Area,1.0,1.0,1.0,150000
Nairobi,Kileleshwa,3.0,3.0,1.0,120000
Nairobi,Lavington,4.0,4.0,1.0,230000
Westlands,Westlands Area,2.0,2.0,1.0,150000
Nairobi,Kileleshwa,2.0,2.0,0.0,75000
Nairobi,Kileleshwa,1.0,1.0,1.0,100000
Nairobi,Kileleshwa,2.0,2.0,1.0,85000
Westlands,Westlands Area,3.0,3.0,1.0,340000
Westlands,Riverside,4.0,4.0,1.0,150000
Nairobi,Kileleshwa,3.0,4.0,0.0,320000
Westlands,General Mathenge,4.0,5.0,1.0,220000
Westlands,Westlands Area,3.0,,0.0,not
Nairobi,Upper Hill,2.0,2.0,1.0,180000
Westlands,Westlands Area,0.0,1.0,1.0,27000
Nairobi,Thika Road,1.0,1.0,1.0,68000
Nairobi,Kilimani,2.0,3.0,1.0,130000
Westlands,Brookside,2.0,3.0,1.0,95000
Westlands,Spring Valley,4.0,4.0,1.0,570000
Westlands,Spring Valley,3.0,4.0,1.0,250000
Nairobi,Kilimani,2.0,3.0,1.0,85000
Nairobi,Lavington,3.0,3.0,1.0,100000
Nairobi,Kilimani,3.0,4.0,0.0,180000
Nairobi,Lavington,2.0,2.0,1.0,55000
Westlands,Riverside,3.0,3.0,1.0,280000
Westlands,Westlands Area,3.0,3.0,1.0,337500
Westlands,General Mathenge,3.0,3.0,1.0,190000
Westlands,Westlands Area,4.0,4.0,0.0,267000
Nairobi,Kileleshwa,3.0,2.0,1.0,95000
Nairobi,Kileleshwa,2.0,2.0,1.0,55000
Nairobi,Kilimani,2.0,2.0,1.0,9000
Westlands,Westlands Area,3.0,3.0,1.0,180000
Nairobi,Kilimani,2.0,,1.0,220000
Nairobi,Lavington,,,,
Nairobi,Lavington,3.0,2.0,1.0,65000
Westlands,Westlands Area,2.0,2.0,1.0,140000
Nairobi,Lavington,3.0,2.0,1.0,55000
Nairobi,Kiambu Road,2.0,2.0,1.0,135000
Westlands,Westlands Area,3.0,3.0,1.0,120000
Westlands,Riverside,2.0,2.0,1.0,270000
Mombasa Island,Tudor,3.0,4.0,,70000
Nairobi,Kileleshwa,3.0,2.0,1.0,80000
Nairobi,Kilimani,3.0,3.0,1.0,150000
Westlands,Karura,4.0,5.0,1.0,550000
Westlands,Riverside,4.0,3.0,1.0,120000
Westlands,Westlands Area,3.0,3.0,1.0,260000
Nairobi,Ngong Road,2.0,2.0,,65000
Nairobi,Kileleshwa,3.0,3.0,1.0,250000
Westlands,Riverside,3.0,,1.0,300000
Westlands,Rhapta Road,1.0,1.0,1.0,160000
Nairobi,Lavington,3.0,3.0,1.0,100000
Westlands,Rhapta Road,2.0,3.0,0.0,200000
Westlands,Westlands Area,3.0,3.0,1.0,350000
Westlands,Riverside,3.0,3.0,1.0,200000
Nairobi,Kileleshwa,2.0,2.0,0.0,45000
Nairobi,Kiambu Road,2.0,2.0,1.0,120000
Nairobi,Kileleshwa,3.0,3.0,1.0,130000
Nairobi,Ngong Road,2.0,,1.0,150000
Nairobi,Kileleshwa,2.0,2.0,1.0,70000
Westlands,Westlands Area,1.0,1.0,1.0,130000
Nairobi,Kilimani,2.0,3.0,0.0,160000
Nyali,Nyali Area,3.0,4.0,1.0,110000
Nairobi,Kilimani,3.0,3.0,1.0,150000
Westlands,Brookside,4.0,4.0,1.0,150000
Nyali,Nyali Area,2.0,2.0,1.0,100000
Nairobi,Kilimani,2.0,2.0,1.0,65000
Nairobi,Upper Hill,1.0,1.0,1.0,10000
Mombasa Island,Tudor,3.0,3.0,1.0,180000
Westlands,Rhapta Road,2.0,3.0,1.0,250000
Nairobi,Kilimani,2.0,2.0,1.0,130000
Nairobi,Kilimani,2.0,1.0,1.0,55000
Nairobi,Lavington,3.0,4.0,1.0,120000
Westlands,Parklands,4.0,,1.0,270000
Nairobi,Kilimani,3.0,2.0,1.0,75000
Westlands,Riverside,3.0,3.0,1.0,350000
Nairobi,Kilimani,2.0,2.0,1.0,130000
Nyali,Nyali Area,3.0,3.0,1.0,80000
Nairobi,Kileleshwa,3.0,3.0,1.0,90000
Westlands,Westlands Area,2.0,,1.0,180000
Westlands,Westlands Area,3.0,3.0,1.0,380000
Westlands,Rhapta Road,2.0,2.0,1.0,175000
Westlands,Westlands Area,3.0,4.0,1.0,200000
Nairobi,Kileleshwa,3.0,3.0,1.0,300000
Nairobi,Kilimani,2.0,2.0,1.0,75000
Westlands,Rosslyn,1.0,1.0,1.0,130000
Westlands,Westlands Area,2.0,1.0,1.0,70000
Nyali,Mkomani,2.0,2.0,1.0,85000
Nairobi,Kileleshwa,2.0,2.0,1.0,70000
Westlands,Runda,3.0,4.0,1.0,230000
Westlands,General Mathenge,3.0,4.0,1.0,165000
Westlands,Spring Valley,3.0,2.0,0.0,170000
Westlands,Westlands Area,3.0,3.0,1.0,300000
Nyali,Nyali Area,2.0,3.0,1.0,100000
Westlands,Westlands Area,3.0,3.0,1.0,300000
Westlands,Brookside,2.0,,1.0,165000
Westlands,Riverside,3.0,,0.0,200000
Nairobi,Kilimani,2.0,3.0,0.0,95000
Nairobi,Muthaiga,3.0,2.0,1.0,200000
Westlands,Westlands Area,0.0,,1.0,164340
Nairobi,Ngara,3.0,2.0,1.0,90000
Nairobi,Kilimani,1.0,1.0,1.0,105000
Nyali,Kongowea,3.0,4.0,1.0,90000
Nairobi,Kileleshwa,3.0,3.0,1.0,170000
Machakos County,Athi River,3.0,,1.0,35000
Nairobi,Nairobi West,1.0,1.0,1.0,85000
Nairobi,Kasarani,3.0,3.0,0.0,200000
Nairobi,Kileleshwa,3.0,2.0,0.0,90000
Nyali,Nyali Area,4.0,5.0,1.0,200000
Kiambu County,Ruaka,2.0,2.0,1.0,22000
Westlands,Parklands,1.0,1.0,1.0,125000
Nairobi,Kilimani,2.0,2.0,1.0,80000
Westlands,Kitisuru,2.0,2.0,1.0,230000
Westlands,Westlands Area,1.0,1.0,1.0,90000
Nairobi,Kiambu Road,0.0,,1.0,14000
Nairobi,Kilimani,2.0,,0.0,80000
Westlands,Riverside,3.0,2.0,1.0,110000
Roysambu,Mirema,1.0,1.0,1.0,25000
Nairobi,Kilimani,3.0,3.0,1.0,200000
Westlands,Riverside,3.0,3.0,1.0,150000
Westlands,Mountain View,3.0,2.0,1.0,110000
Westlands,Brookside,2.0,2.0,1.0,250000
Nairobi,Lavington,1.0,2.0,1.0,150000
Nairobi,Lavington,2.0,3.0,1.0,120000
Nairobi,Kileleshwa,6.0,6.0,0.0,160000
Nairobi,Lavington,3.0,4.0,1.0,260000
Westlands,Rhapta Road,3.0,4.0,1.0,150000
Kiambu County,Ruaka,1.0,1.0,1.0,35000
Westlands,Rosslyn,3.0,,1.0,220000
Westlands,Waiyaki Way,4.0,3.0,1.0,75000
Westlands,General Mathenge,3.0,3.0,0.0,200000
Westlands,Rosslyn,1.0,1.0,1.0,100000
Westlands,Riverside,4.0,5.0,1.0,300000
Westlands,Nyari,3.0,3.0,1.0,435750
Nyali,Nyali Area,3.0,4.0,1.0,65000
Nairobi,Lavington,5.0,5.0,1.0,250000
Westlands,Brookside,2.0,2.0,0.0,235000
Westlands,Westlands Area,1.0,1.0,1.0,90000
Nairobi,Kilimani,3.0,2.0,1.0,95000
Nairobi,Kileleshwa,4.0,4.0,0.0,250000
Nyali,Nyali Area,2.0,3.0,1.0,20000
Nairobi,Kilimani,2.0,2.0,1.0,75000
Nairobi,Lavington,3.0,3.0,1.0,90000
Westlands,Westlands Area,2.0,2.0,1.0,170000
Nairobi,Lavington,3.0,3.0,1.0,100000
Westlands,Westlands Area,1.0,1.0,1.0,45000
Nyali,Nyali Area,4.0,5.0,1.0,200000
Kiambu County,Ruaka,3.0,2.0,1.0,55000
Nyali,Kongowea,3.0,4.0,1.0,90000
Westlands,Riverside,3.0,3.0,1.0,280000
Westlands,Spring Valley,2.0,2.0,1.0,265000
Nairobi,Ngong Road,3.0,2.0,1.0,60000
Nairobi,Kileleshwa,3.0,1.0,1.0,65000
Westlands,Rhapta Road,2.0,3.0,1.0,140000
Westlands,Westlands Area,4.0,4.0,1.0,250000
Westlands,Nyari,3.0,3.0,1.0,563200
Nyali,Nyali Area,2.0,2.0,1.0,35000
Nairobi,Kilimani,1.0,2.0,1.0,70000
Nairobi,Kilimani,2.0,3.0,,170000
Westlands,Parklands,3.0,4.0,1.0,230000
Nairobi,Lavington,2.0,2.0,1.0,75000
Westlands,Westlands Area,2.0,2.0,1.0,100000
Nairobi,Kileleshwa,3.0,4.0,1.0,150000
Westlands,Rhapta Road,3.0,3.0,1.0,100000
Westlands,Westlands Area,3.0,3.0,1.0,220000
Westlands,Westlands Area,2.0,2.0,1.0,260000
Nairobi,Kilimani,1.0,1.0,1.0,65000
Westlands,General Mathenge,4.0,,0.0,270000
Nairobi,Lavington,3.0,3.0,0.0,350000
Nairobi,Kileleshwa,2.0,2.0,0.0,140000
Nairobi,Karen Hardy,3.0,3.0,1.0,150000
Nairobi,Kasarani,1.0,1.0,0.0,14000
Nairobi,Kilimani,2.0,3.0,1.0,120000
Westlands,Waiyaki Way,4.0,4.0,1.0,160000
Westlands,General Mathenge,4.0,5.0,1.0,220000
Nairobi,Kileleshwa,4.0,5.0,1.0,160000
Nairobi,Kileleshwa,2.0,2.0,1.0,190000
Westlands,Loresho,2.0,2.0,1.0,55000
Kiambu County,Ruaka,1.0,1.0,1.0,18000
Westlands,Riverside,4.0,3.0,1.0,130000
Westlands,General Mathenge,3.0,4.0,0.0,130000
Westlands,Parklands,3.0,3.0,0.0,not
Nyali,Mkomani,3.0,2.0,1.0,100000
Westlands,Riverside,1.0,2.0,1.0,190000
Westlands,Rhapta Road,3.0,3.0,1.0,240000
Westlands,General Mathenge,1.0,1.0,1.0,270000
Nairobi,Kilimani,2.0,2.0,1.0,100000
Westlands,Brookside,4.0,4.0,1.0,220000
Nyali,Nyali Area,3.0,3.0,1.0,98000
Westlands,Parklands,3.0,3.0,1.0,220000
Nairobi,Thika Road,3.0,3.0,1.0,150000
Nairobi,Kilimani,2.0,,1.0,90000
Westlands,Nyari,2.0,3.0,1.0,150000
Westlands,Spring Valley,3.0,4.0,1.0,330000
Nairobi,Valley Arcade,3.0,3.0,1.0,130000
Nairobi,Kilimani,2.0,3.0,1.0,160000
Nairobi,Kilimani,3.0,4.0,1.0,150000
Nyali,Nyali Area,3.0,3.0,1.0,108000
Westlands,Brookside,4.0,5.0,1.0,400000
Nairobi,Kilimani,2.0,3.0,1.0,220000
Nairobi,Kilimani,2.0,3.0,1.0,70000
Westlands,Riverside,3.0,4.0,1.0,150000
Nairobi,Lavington,3.0,3.0,1.0,90000
Nairobi,Kilimani,3.0,3.0,1.0,83000
Mombasa,Bamburi,1.0,1.0,1.0,17500
Nairobi,Lavington,4.0,4.0,1.0,170000
Nairobi,Kileleshwa,3.0,3.0,1.0,100000
Westlands,Westlands Area,3.0,4.0,1.0,250000
Nairobi,Kilimani,2.0,2.0,1.0,65000
Nairobi,Kileleshwa,2.0,2.0,1.0,47000
Nairobi,Kilimani,3.0,4.0,1.0,150000
Westlands,Gigiri,1.0,1.0,1.0,200000
Westlands,Riverside,4.0,5.0,1.0,650000
Nairobi,Kileleshwa,3.0,2.0,1.0,130000
Nyali,Nyali Area,4.0,5.0,1.0,230000
Westlands,Westlands Area,1.0,1.0,1.0,140000
Nairobi,Lavington,2.0,2.0,1.0,70000
Mombasa,Bamburi,2.0,,1.0,25000
Nairobi,Kilimani,3.0,3.0,1.0,80000
Nairobi,Upper Hill,3.0,3.0,1.0,250000
Nairobi,Kileleshwa,3.0,4.0,1.0,170000
Nairobi,Kilimani,2.0,3.0,1.0,150000
Nairobi,Kilimani,2.0,,1.0,65000
Westlands,Riverside,3.0,3.0,1.0,250000
Westlands,Rhapta Road,1.0,2.0,1.0,100000
Westlands,Westlands Area,3.0,3.0,1.0,85000
Westlands,Westlands Area,2.0,3.0,1.0,117500
Nairobi,Lavington,5.0,6.0,0.0,300000
Westlands,Westlands Area,3.0,3.0,1.0,250000
Kiambu County,Ruaka,2.0,,,35000
Nairobi,Kileleshwa,2.0,3.0,1.0,180000
Kikuyu,Kikuyu Town,1.0,1.0,1.0,12500
Westlands,Westlands Area,3.0,3.0,1.0,240000
Nairobi,Kileleshwa,3.0,3.0,1.0,140000
Nyali,Nyali Area,3.0,4.0,1.0,100000
Nairobi,Kileleshwa,2.0,2.0,1.0,85000
Westlands,Parklands,3.0,3.0,1.0,180000
Nairobi,Kileleshwa,2.0,3.0,1.0,120000
Nyali,Nyali Area,3.0,2.0,1.0,30000
Westlands,Parklands,3.0,4.0,1.0,200000
Nyali,Nyali Area,3.0,4.0,1.0,130000
Westlands,Runda,4.0,6.0,1.0,290000
Westlands,Westlands Area,3.0,4.0,1.0,155000
Westlands,Westlands Area,1.0,1.0,1.0,110000
Westlands,Parklands,3.0,3.0,1.0,250000
Nairobi,Kilimani,1.0,1.0,1.0,130000
Westlands,Parklands,4.0,5.0,1.0,165000
Nairobi,Kilimani,2.0,,1.0,130000
Nairobi,Thika Road,1.0,1.0,0.0,64000
Westlands,Riverside,4.0,4.0,1.0,110000
Westlands,Westlands Area,3.0,3.0,1.0,150000
Nyali,Nyali Area,3.0,4.0,1.0,100000
Westlands,Westlands Area,2.0,3.0,1.0,150000
Westlands,Parklands,3.0,4.0,1.0,300000
Mombasa Island,Tudor,3.0,4.0,1.0,80000
Westlands,Spring Valley,3.0,3.0,1.0,320000
Westlands,Riverside,1.0,1.0,1.0,200000
Kiambu County,Ruaka,2.0,2.0,1.0,40000
Westlands,Riverside,3.0,3.0,1.0,100000
Westlands,Riverside,3.0,3.0,0.0,300000
Kiambu County,Thika,2.0,1.0,1.0,20000
Roysambu,Garden Estate,2.0,3.0,1.0,9000
Westlands,Parklands,2.0,2.0,1.0,60000
Nairobi,Muthaiga,3.0,4.0,1.0,250000
Nyali,Nyali Area,3.0,4.0,1.0,120000
Nyali,Nyali Area,4.0,5.0,1.0,45000
Kiambu County,Ruaka,2.0,2.0,1.0,45000
Westlands,Westlands Area,2.0,2.0,1.0,250000
Nairobi,Kilimani,1.0,,1.0,170000
Westlands,Westlands Area,2.0,1.0,1.0,380000
Westlands,Riverside,2.0,3.0,1.0,80000
Westlands,Westlands Area,2.0,2.0,1.0,200000
Nyali,Nyali Area,3.0,4.0,1.0,110000
Nairobi,Kilimani,3.0,3.0,1.0,230000
Westlands,Riverside,3.0,4.0,1.0,250000
Nairobi,Kilimani,3.0,3.0,1.0,350000
Westlands,General Mathenge,3.0,4.0,1.0,250000
Nyali,Nyali Area,4.0,5.0,1.0,160000
Westlands,Riverside,2.0,,0.0,200000
Nyali,Nyali Area,3.0,2.0,1.0,130000
Westlands,Kitisuru,2.0,2.0,1.0,200000
Nairobi,Muthaiga,3.0,2.0,0.0,200000
Nairobi,Lavington,3.0,2.0,1.0,80000
Nairobi,Kilimani,0.0,1.0,1.0,110000
Westlands,Westlands Area,1.0,2.0,1.0,100000
Nyali,Nyali Area,3.0,4.0,1.0,185000
Westlands,Kitisuru,3.0,3.0,1.0,250000
Nairobi,Kileleshwa,6.0,6.0,1.0,170000
Nairobi,Lavington,3.0,3.0,1.0,70000
Nairobi,Waithaka,4.0,4.0,1.0,390000
Nairobi,Lavington,2.0,2.0,1.0,75000
Nairobi,Lavington,1.0,1.0,0.0,65000
Nairobi,Kilimani,3.0,3.0,1.0,170000
Nairobi,Kileleshwa,3.0,2.0,1.0,75000
Kiambu County,Ruaka,3.0,3.0,1.0,55000
Nairobi,Lavington,2.0,2.0,1.0,85000
Kilifi County,Mtwapa,3.0,3.0,1.0,85000
Westlands,Westlands Area,1.0,1.0,1.0,100000
Nairobi,Lavington,4.0,4.0,1.0,170000
Nairobi,Kileleshwa,2.0,2.0,1.0,75000
Westlands,Riverside,3.0,3.0,1.0,170000
Nairobi,State House,3.0,3.0,1.0,130000
Nairobi,Upper Hill,2.0,2.0,0.0,200000
Nyali,Nyali Area,2.0,2.0,1.0,120000
Nyali,Mkomani,2.0,1.0,1.0,55000
Nyali,Nyali Area,4.0,6.0,1.0,180000
Kiambu County,Ruaka,2.0,2.0,,45000
Westlands,Westlands Area,2.0,2.0,1.0,70000
Nairobi,Kilimani,2.0,3.0,1.0,90000
Nairobi,Kilimani,2.0,2.0,1.0,9000
Westlands,Waiyaki Way,2.0,2.0,1.0,260000
Westlands,Parklands,3.0,3.0,1.0,85000
Westlands,Westlands Area,3.0,4.0,1.0,445000
Nairobi,Lavington,1.0,2.0,1.0,120000
Nairobi,Kileleshwa,2.0,2.0,1.0,72000
Nairobi,Kileleshwa,4.0,4.0,1.0,200000
Nairobi,Lavington,4.0,4.0,1.0,245000
Westlands,Rhapta Road,3.0,3.0,1.0,100000
Westlands,Westlands Area,2.0,2.0,1.0,190000
Nairobi,Madaraka,2.0,2.0,0.0,90000
Nairobi,Kilimani,2.0,2.0,1.0,100000
Nairobi,Riara Road,3.0,4.0,1.0,150000
Nairobi,Kilimani,2.0,2.0,1.0,160000
Westlands,Westlands Area,3.0,3.0,1.0,200000
Nyali,Nyali Area,3.0,3.0,1.0,40000
Nairobi,Kileleshwa,3.0,3.0,0.0,140000
Westlands,Kitisuru,2.0,1.0,,17000
Westlands,Brookside,4.0,5.0,1.0,200000
Nairobi,Kilimani,2.0,2.0,1.0,200000
Nairobi,Kilimani,2.0,3.0,1.0,150000
Nairobi,Kileleshwa,3.0,3.0,1.0,85000
Westlands,Riverside,3.0,2.0,1.0,240000
Nairobi,Langata,2.0,2.0,1.0,50000
Westlands,Kitisuru,1.0,1.0,1.0,23000
Nairobi,Kilimani,4.0,4.0,1.0,110000
Westlands,Spring Valley,3.0,2.0,0.0,200000
Nairobi,Kiambu Road,3.0,3.0,1.0,55000
Nairobi,Kilimani,3.0,3.0,1.0,100000
Nairobi,Lavington,2.0,2.0,1.0,80000
Westlands,Parklands,3.0,3.0,1.0,250000
Nairobi,Kileleshwa,1.0,1.0,1.0,150000
Nairobi,Kileleshwa,1.0,1.0,1.0,110000
Nairobi,Kilimani,2.0,2.0,1.0,170000
Nairobi,Kilimani,2.0,2.0,1.0,65000
Nyali,Nyali Area,3.0,2.0,1.0,60000
Nyali,Nyali Area,2.0,2.0,1.0,100000
Westlands,Parklands,2.0,2.0,1.0,155000
Westlands,Riverside,3.0,,1.0,220000
Westlands,Brookside,4.0,3.0,1.0,220000
Nairobi,Thika Road,2.0,2.0,0.0,145000
Westlands,Riverside,1.0,1.0,1.0,190000
Westlands,Parklands,2.0,2.0,0.0,75000
Nairobi,Kilimani,2.0,3.0,1.0,220000
Westlands,Riverside,3.0,3.0,1.0,150000
Westlands,Kitisuru,3.0,2.0,1.0,100000
Nairobi,Kileleshwa,4.0,5.0,1.0,160000
Westlands,Westlands Area,3.0,4.0,1.0,180000
Westlands,Riverside,1.0,2.0,1.0,190000
Nairobi,Kilimani,2.0,2.0,1.0,112000
Westlands,Kitisuru,2.0,2.0,1.0,170000
Westlands,Rhapta Road,3.0,4.0,1.0,275000
Westlands,General Mathenge,2.0,3.0,1.0,280000
Westlands,Westlands Area,2.0,2.0,1.0,140000
Nairobi,Lavington,4.0,4.0,1.0,130000
Nairobi,Kilimani,2.0,3.0,1.0,80000
Kiambu County,Thindigua,2.0,2.0,1.0,45000
Nairobi,Kilimani,3.0,4.0,1.0,140000
Nairobi,Lavington,2.0,,1.0,200000
Nairobi,Lavington,3.0,4.0,1.0,120000
Roysambu,Kahawa West,2.0,2.0,1.0,35000
Westlands,General Mathenge,3.0,4.0,1.0,350000
Nairobi,Hurlingham,2.0,,1.0,200000
Westlands,Rhapta Road,3.0,3.0,1.0,85000
Nairobi,Kileleshwa,3.0,3.0,1.0,85000
Nairobi,Kilimani,2.0,2.0,1.0,90000
Westlands,Westlands Area,3.0,3.0,0.0,not
Nairobi,State House,2.0,,0.0,130000
Westlands,Parklands,4.0,4.0,1.0,280000
Westlands,Westlands Area,1.0,1.0,0.0,150000
Nyali,Nyali Area,4.0,4.0,1.0,120000
Westlands,Westlands Area,1.0,1.0,0.0,130000
Nairobi,Riara Road,2.0,1.0,0.0,25000
Nairobi,Thika Road,2.0,,0.0,50000
Nairobi,Kilimani,2.0,2.0,1.0,70000
Westlands,Parklands,1.0,1.0,1.0,50000
Nairobi,Kileleshwa,3.0,3.0,1.0,230000
Nyali,Nyali Area,3.0,4.0,1.0,220000
Kiambu County,Ruaka,1.0,,0.0,20000
Kilifi County,Mtwapa,3.0,2.0,1.0,35000
Nairobi,Kilimani,2.0,2.0,1.0,160000
Nairobi,Lavington,3.0,2.0,1.0,75000
Roysambu,Garden Estate,3.0,4.0,1.0,150000
Nairobi,Kilimani,2.0,3.0,1.0,85000
Westlands,Parklands,3.0,2.0,1.0,130000
Westlands,Parklands,4.0,5.0,0.0,205000
Westlands,Westlands Area,2.0,2.0,1.0,140000
Nyali,Mkomani,3.0,4.0,1.0,90000
Westlands,Westlands Area,1.0,1.0,1.0,95000
Nairobi,Utawala,2.0,2.0,1.0,25000
Westlands,Westlands Area,3.0,4.0,1.0,170000
Westlands,Westlands Area,3.0,3.0,1.0,300000
Westlands,Westlands Area,2.0,2.0,1.0,250000
Nairobi,Kilimani,4.0,3.0,1.0,135000
Westlands,Gigiri,1.0,1.0,1.0,120000
Westlands,Rhapta Road,2.0,2.0,1.0,160000
Westlands,Westlands Area,2.0,2.0,1.0,230000
Westlands,Westlands Area,3.0,3.0,1.0,280000
Nairobi,Kilimani,2.0,,1.0,150000
Westlands,Karura,3.0,4.0,1.0,300000
Nairobi,Kilimani,1.0,1.0,1.0,120000
Nairobi,Lavington,3.0,,1.0,150000
Westlands,Brookside,3.0,3.0,1.0,100000
Roysambu,Garden Estate,3.0,3.0,1.0,160000
Nairobi,Kileleshwa,3.0,4.0,1.0,250000
Westlands,General Mathenge,3.0,3.0,0.0,180000
Nairobi,Kilimani,3.0,3.0,1.0,180000
Westlands,Westlands Area,2.0,2.0,1.0,280000
Nairobi,Lavington,1.0,1.0,0.0,150000
Nairobi,Kilimani,2.0,2.0,1.0,65000
Kiambu County,Ruaka,2.0,2.0,1.0,30000
Kiambu County,Ruaka,2.0,2.0,1.0,100000
Westlands,Runda,2.0,1.0,1.0,not
Nairobi,Ngong Road,3.0,2.0,1.0,75000
Nyali,Nyali Area,4.0,5.0,1.0,145000
Westlands,Loresho,2.0,3.0,,55000
Westlands,General Mathenge,3.0,3.0,1.0,330000
Kiambu County,Kiambu Town,3.0,2.0,1.0,45000
Westlands,Brookside,2.0,2.0,1.0,75000
Nairobi,Ruaraka,2.0,2.0,0.0,200000
Nyali,Nyali Area,3.0,4.0,1.0,100000
Nairobi,Kileleshwa,4.0,4.0,1.0,140000
Nyali,Nyali Area,3.0,4.0,1.0,160000
Westlands,Rhapta Road,2.0,2.0,1.0,150000
Westlands,Westlands Area,1.0,2.0,1.0,not
Westlands,Westlands Area,0.0,1.0,1.0,90000
